Ensembl,Transcript,Gene,Chromosome,TSS_start,Base,TSS_end,Strand
ENSG00000141298,ENST00000269033,SSH2,chr17,28256671,28257171,28257671,-
ENSG00000176927,ENST00000394835,EFCAB5,chr17,28268123,28268623,28269123,+
ENSG00000126653,ENST00000247026,NSRP1,chr17,28443299,28443799,28444299,+
ENSG00000108576,ENST00000261707,SLC6A4,chr17,28562487,28562987,28563487,-
ENSG00000108578,ENST00000261714,BLMH,chr17,28618513,28619013,28619513,-
ENSG00000182271,ENST00000328886,TMIGD1,chr17,28660566,28661066,28661566,-
ENSG00000108582,ENST00000225719,CPD,chr17,28705423,28705923,28706423,+
ENSG00000108587,ENST00000225724,GOSR1,chr17,28803880,28804380,28804880,+
ENSG00000266733,ENST00000580161,TBC1D29,chr17,28883630,28884130,28884630,+
ENSG00000176390,ENST00000324238,CRLF3,chr17,29151295,29151795,29152295,-
ENSG00000176208,ENST00000321990,ATAD5,chr17,29158488,29158988,29159488,+
ENSG00000172171,ENST00000581216,TEFM,chr17,29233339,29233839,29234339,-
ENSG00000184060,ENST00000330889,ADAP2,chr17,29248198,29248698,29249198,+
ENSG00000181481,ENST00000328381,RNF135,chr17,29296719,29297219,29297719,+
ENSG00000196712,ENST00000356175,NF1,chr17,29421445,29421945,29422445,+
ENSG00000126861,ENST00000247271,OMG,chr17,29623930,29624430,29624930,-
ENSG00000185862,ENST00000330927,EVI2B,chr17,29640631,29641131,29641631,-
ENSG00000265118,ENST00000578584,CTD-2370N5.3,chr17,29645350,29645850,29646350,-
ENSG00000126860,ENST00000247270,EVI2A,chr17,29648268,29648768,29649268,-
ENSG00000131242,ENST00000621161,RAB11FIP4,chr17,29718142,29718642,29719142,+
ENSG00000172301,ENST00000302362,COPRS,chr17,30185857,30186357,30186857,-
ENSG00000108651,ENST00000261708,UTP6,chr17,30228285,30228785,30229285,-
ENSG00000178691,ENST00000322652,SUZ12,chr17,30263537,30264037,30264537,+
ENSG00000185158,ENST00000394713,LRRC37B,chr17,30347655,30348155,30348655,+
ENSG00000126858,ENST00000545287,RHOT1,chr17,30469056,30469556,30470056,+
ENSG00000269402,ENST00000600034,AC116407.2,chr17,30506386,30506886,30507386,-
ENSG00000141314,ENST00000269051,RHBDL3,chr17,30592695,30593195,30593695,+
ENSG00000108666,ENST00000577809,C17orf75,chr17,30668709,30669209,30669709,-
ENSG00000010244,ENST00000321233,ZNF207,chr17,30676651,30677151,30677651,+
ENSG00000108671,ENST00000261712,PSMD11,chr17,30770779,30771279,30771779,+
ENSG00000176749,ENST00000313401,CDK5R1,chr17,30813137,30813637,30814137,+
ENSG00000176658,ENST00000318217,MYO1D,chr17,31203696,31204196,31204696,-
ENSG00000006042,ENST00000579849,TMEM98,chr17,31254455,31254955,31255455,+
ENSG00000141316,ENST00000269053,SPACA3,chr17,31318387,31318887,31319387,+
ENSG00000108684,ENST00000359872,ASIC2,chr17,32483814,32484314,32484814,-
ENSG00000108691,ENST00000225831,CCL2,chr17,32581804,32582304,32582804,+
ENSG00000268024,ENST00000601918,AC005549.3,chr17,32581807,32582307,32582807,-
ENSG00000108688,ENST00000378569,CCL7,chr17,32596740,32597240,32597740,+
ENSG00000172156,ENST00000305869,CCL11,chr17,32612187,32612687,32613187,+
ENSG00000108700,ENST00000394620,CCL8,chr17,32645555,32646055,32646555,+
ENSG00000181374,ENST00000225844,CCL13,chr17,32682971,32683471,32683971,+
ENSG00000108702,ENST00000225842,CCL1,chr17,32689751,32690251,32690751,-
ENSG00000181291,ENST00000631683,TMEM132E,chr17,32907528,32908028,32908528,+
ENSG00000132141,ENST00000314144,CCT6B,chr17,33288029,33288529,33289029,-
ENSG00000198783,ENST00000361952,ZNF830,chr17,33288049,33288549,33289049,+
ENSG00000005156,ENST00000378526,LIG3,chr17,33307013,33307513,33308013,+
ENSG00000092871,ENST00000315249,RFFL,chr17,33415839,33416339,33416839,-
ENSG00000185379,ENST00000345365,RAD51D,chr17,33446389,33446889,33447389,-
ENSG00000267618,ENST00000593039,RAD51L3-RFFL,chr17,33448013,33448513,33449013,-
ENSG00000073598,ENST00000158009,FNDC8,chr17,33448098,33448598,33449098,+
ENSG00000073536,ENST00000442241,NLE1,chr17,33468835,33469335,33469835,-
ENSG00000141161,ENST00000268876,UNC45B,chr17,33474336,33474836,33475336,+
ENSG00000164729,ENST00000297307,SLC35G3,chr17,33521043,33521543,33522043,-
ENSG00000166750,ENST00000299977,SLFN5,chr17,33569555,33570055,33570555,+
ENSG00000172716,ENST00000394566,SLFN11,chr17,33700140,33700640,33701140,-
ENSG00000172123,ENST00000394562,SLFN12,chr17,33759716,33760216,33760716,-
ENSG00000154760,ENST00000285013,SLFN13,chr17,33775357,33775857,33776357,-
ENSG00000205045,ENST00000260908,SLFN12L,chr17,33814377,33814877,33815377,-
ENSG00000236320,ENST00000415846,SLFN14,chr17,33884618,33885118,33885618,-
ENSG00000108733,ENST00000613219,PEX12,chr17,33905157,33905657,33906157,-
ENSG00000006125,ENST00000618940,AP2B1,chr17,33914034,33914534,33915034,+
ENSG00000270885,ENST00000603017,RASL10B,chr17,34058168,34058668,34059168,+
ENSG00000270765,ENST00000604641,GAS2L2,chr17,34079398,34079898,34080398,-
ENSG00000270806,ENST00000605587,C17orf50,chr17,34087429,34087929,34088429,+
ENSG00000271447,ENST00000605424,MMP28,chr17,34122087,34122587,34123087,-
ENSG00000270647,ENST00000605844,TAF15,chr17,34135959,34136459,34136959,+
ENSG00000270379,ENST00000604834,HEATR9,chr17,34195396,34195896,34196396,-
ENSG00000271503,ENST00000603197,CCL5,chr17,34207013,34207513,34208013,-
ENSG00000278023,ENST00000620284,RDM1,chr17,34257278,34257778,34258278,-
ENSG00000275722,ENST00000615905,LYZL6,chr17,34270204,34270704,34271204,-
ENSG00000275152,ENST00000611905,CCL16,chr17,34308033,34308533,34309033,-
ENSG00000276409,ENST00000618404,CCL14,chr17,34313295,34313795,34314295,-
ENSG00000275688,ENST00000616694,CCL15-CCL14,chr17,34328168,34328668,34329168,-
ENSG00000275718,ENST00000617897,CCL15,chr17,34328585,34329085,34329585,-
ENSG00000274736,ENST00000615050,CCL23,chr17,34344506,34345006,34345506,-
ENSG00000275385,ENST00000616054,CCL18,chr17,34391140,34391640,34392140,+
ENSG00000277632,ENST00000613922,CCL3,chr17,34416988,34417488,34417988,-
ENSG00000275302,ENST00000615863,CCL4,chr17,34430483,34430983,34431483,+
ENSG00000278599,ENST00000621587,TBC1D3E,chr17,34503453,34503953,34504453,-
ENSG00000274808,ENST00000611257,TBC1D3B,chr17,34503456,34503956,34504456,-
ENSG00000276085,ENST00000619989,CCL3L3,chr17,34523658,34524158,34524658,-
ENSG00000274933,ENST00000621034,TBC1D3I,chr17,34591502,34592002,34592502,-
ENSG00000274419,ENST00000616101,TBC1D3D,chr17,34591540,34592040,34592540,-
ENSG00000205021,ENST00000422211,CCL3L1,chr17,34625220,34625720,34626220,-
ENSG00000197262,ENST00000394465,CCL4L2,chr17,34639293,34639793,34640293,+
ENSG00000274226,ENST00000610350,TBC1D3H,chr17,34756494,34756994,34757494,-
ENSG00000273611,ENST00000617429,ZNHIT3,chr17,34841979,34842479,34842979,+
ENSG00000278259,ENST00000614623,MYO19,chr17,34890316,34890816,34891316,-
ENSG00000277161,ENST00000614443,PIGW,chr17,34890369,34890869,34891369,+
ENSG00000278311,ENST00000613102,GGNBP2,chr17,34900237,34900737,34901237,+
ENSG00000278535,ENST00000618403,DHRS11,chr17,34947728,34948228,34948728,+
ENSG00000278619,ENST00000614766,MRM1,chr17,34957501,34958001,34958501,+
ENSG00000273706,ENST00000614239,LHX1,chr17,35294272,35294772,35295272,+
ENSG00000275700,ENST00000619387,AATF,chr17,35305675,35306175,35306675,+
ENSG00000278540,ENST00000614428,ACACA,chr17,35715560,35716060,35716560,-
ENSG00000278505,ENST00000615133,C17orf78,chr17,35732485,35732985,35733485,+
ENSG00000276234,ENST00000615182,TADA2A,chr17,35766465,35766965,35767465,+
ENSG00000276023,ENST00000614411,DUSP14,chr17,35869481,35869981,35870481,+
ENSG00000275066,ENST00000612223,SYNRG,chr17,35969045,35969545,35970045,-
ENSG00000278053,ENST00000617633,DDX52,chr17,36002994,36003494,36003994,-
ENSG00000275410,ENST00000617811,HNF1B,chr17,36104739,36105239,36105739,-
ENSG00000273513,ENST00000620247,TBC1D3K,chr17,36283460,36283960,36284460,+
ENSG00000274512,ENST00000612727,TBC1D3L,chr17,36346582,36347082,36347582,-
ENSG00000278845,ENST00000613675,MRPL45,chr17,36452489,36452989,36453489,+
ENSG00000277399,ENST00000616987,GPR179,chr17,36499194,36499694,36500194,-
ENSG00000274211,ENST00000612932,SOCS7,chr17,36507628,36508128,36508628,+
ENSG00000275832,ENST00000622683,ARHGAP23,chr17,36584162,36584662,36585162,+
ENSG00000277363,ENST00000617146,SRCIN1,chr17,36761684,36762184,36762684,-
ENSG00000273604,ENST00000621654,C17orf96,chr17,36831175,36831675,36832175,-
ENSG00000275023,ENST00000621332,MLLT6,chr17,36861295,36861795,36862295,+
ENSG00000269094,ENST00000595377,AC006449.1,chr17,36883952,36884452,36884952,-
ENSG00000277972,ENST00000613478,CISD3,chr17,36885988,36886488,36886988,+
ENSG00000277258,ENST00000616199,PCGF2,chr17,36905571,36906071,36906571,-
ENSG00000277791,ENST00000619426,PSMB3,chr17,36908489,36908989,36909489,+
ENSG00000276293,ENST00000619039,PIP4K2B,chr17,36955659,36956159,36956659,-
ENSG00000273559,ENST00000614790,CWC25,chr17,36981235,36981735,36982235,-
ENSG00000275489,ENST00000614158,C17orf98,chr17,36997209,36997709,36998209,-
ENSG00000125691,ENST00000479035,RPL23,chr17,37009597,37010097,37010597,-
ENSG00000002834,ENST00000318008,LASP1,chr17,37025612,37026112,37026612,+
ENSG00000263874,ENST00000583195,LINC00672,chr17,37080921,37081421,37081921,+
ENSG00000204952,ENST00000378079,FBXO47,chr17,37123156,37123656,37124156,-
ENSG00000161381,ENST00000315392,PLXDC1,chr17,37307403,37307903,37308403,-
ENSG00000141748,ENST00000269586,ARL5C,chr17,37321514,37322014,37322514,-
ENSG00000067191,ENST00000394303,CACNB1,chr17,37353457,37353957,37354457,-
ENSG00000108298,ENST00000225430,RPL19,chr17,37356036,37356536,37357036,+
ENSG00000141750,ENST00000333461,STAC2,chr17,37381626,37382126,37382626,-
ENSG00000108306,ENST00000264658,FBXL20,chr17,37557417,37557917,37558417,-
ENSG00000125686,ENST00000300651,MED1,chr17,37607040,37607540,37608040,-
ENSG00000167258,ENST00000447079,CDK12,chr17,37617792,37618292,37618792,+
ENSG00000171532,ENST00000302584,NEUROD2,chr17,37763697,37764197,37764697,-
ENSG00000131771,ENST00000254079,PPP1R1B,chr17,37782677,37783177,37783677,+
ENSG00000131748,ENST00000336308,STARD3,chr17,37792818,37793318,37793818,+
ENSG00000173991,ENST00000309889,TCAP,chr17,37819940,37820440,37820940,+
ENSG00000141744,ENST00000269582,PNMT,chr17,37823911,37824411,37824911,+
ENSG00000161395,ENST00000300658,PGAP3,chr17,37843861,37844361,37844861,-
ENSG00000141736,ENST00000269571,ERBB2,chr17,37855833,37856333,37856833,+
ENSG00000141741,ENST00000394231,MIEN1,chr17,37886541,37887041,37887541,-
ENSG00000141738,ENST00000309156,GRB7,chr17,37893680,37894180,37894680,+
ENSG00000161405,ENST00000346872,IKZF3,chr17,38019942,38020442,38020942,-
ENSG00000186075,ENST00000348931,ZPBP2,chr17,38023917,38024417,38024917,+
ENSG00000073605,ENST00000394175,GSDMB,chr17,38073294,38073794,38074294,-
ENSG00000172057,ENST00000394169,ORMDL3,chr17,38082595,38083095,38083595,-
ENSG00000204913,ENST00000377924,LRRC3C,chr17,38097227,38097727,38098227,+
ENSG00000167914,ENST00000301659,GSDMA,chr17,38118726,38119226,38119726,+
ENSG00000108344,ENST00000264639,PSMD3,chr17,38136550,38137050,38137550,+
ENSG00000108342,ENST00000225474,CSF3,chr17,38171197,38171697,38172197,+
ENSG00000008838,ENST00000394128,MED24,chr17,38210159,38210659,38211159,-
ENSG00000126351,ENST00000450525,THRA,chr17,38218652,38219152,38219652,+
ENSG00000126368,ENST00000246672,NR1D1,chr17,38256479,38256979,38257479,-
ENSG00000188895,ENST00000579565,MSL1,chr17,38278367,38278867,38279367,+
ENSG00000108349,ENST00000264645,CASC3,chr17,38296076,38296576,38297076,+
ENSG00000108352,ENST00000620260,RAPGEFL1,chr17,38333615,38334115,38334615,+
ENSG00000171475,ENST00000323571,WIPF2,chr17,38375074,38375574,38376074,+
ENSG00000094804,ENST00000209728,CDC6,chr17,38443385,38443885,38444385,+
ENSG00000131759,ENST00000254066,RARA,chr17,38464946,38465446,38465946,+
ENSG00000183153,ENST00000578689,GJD3,chr17,38519568,38520068,38520568,-
ENSG00000131747,ENST00000423485,TOP2A,chr17,38573703,38574203,38574703,-
ENSG00000141753,ENST00000269593,IGFBP4,chr17,38599213,38599713,38600213,+
ENSG00000131746,ENST00000254051,TNS4,chr17,38657350,38657850,38658350,-
ENSG00000126353,ENST00000246657,CCR7,chr17,38721225,38721725,38722225,-
ENSG00000073584,ENST00000348513,SMARCE1,chr17,38804261,38804761,38805261,-
ENSG00000213424,ENST00000394052,KRT222,chr17,38820894,38821394,38821894,-
ENSG00000264058,ENST00000476049,RP5-1028K7.3,chr17,38820894,38821394,38821894,-
ENSG00000167916,ENST00000264651,KRT24,chr17,38859503,38860003,38860503,-
ENSG00000204897,ENST00000312150,KRT25,chr17,38911085,38911585,38912085,-
ENSG00000186393,ENST00000335552,KRT26,chr17,38927915,38928415,38928915,-
ENSG00000171446,ENST00000301656,KRT27,chr17,38938287,38938787,38939287,-
ENSG00000173908,ENST00000306658,KRT28,chr17,38955712,38956212,38956712,-
ENSG00000167920,ENST00000622451,TMEM99,chr17,38974937,38975437,38975937,+
ENSG00000186395,ENST00000269576,KRT10,chr17,38978348,38978848,38979348,-
ENSG00000187242,ENST00000251643,KRT12,chr17,39022963,39023463,39023963,-
ENSG00000171431,ENST00000167588,KRT20,chr17,39040980,39041480,39041980,-
ENSG00000108244,ENST00000209718,KRT23,chr17,39093173,39093673,39094173,-
ENSG00000196859,ENST00000355612,KRT39,chr17,39122645,39123145,39123645,-
ENSG00000204889,ENST00000377755,KRT40,chr17,39140061,39140561,39141061,-
ENSG00000212899,ENST00000391586,KRTAP3-3,chr17,39149886,39150386,39150886,-
ENSG00000212900,ENST00000391587,KRTAP3-2,chr17,39155647,39156147,39156647,-
ENSG00000212901,ENST00000391588,KRTAP3-1,chr17,39164867,39165367,39165867,-
ENSG00000221852,ENST00000361883,KRTAP1-5,chr17,39182955,39183455,39183955,-
ENSG00000204887,ENST00000377747,KRTAP1-4,chr17,39185857,39186357,39186857,-
ENSG00000221880,ENST00000344363,KRTAP1-3,chr17,39190608,39191108,39191608,-
ENSG00000188581,ENST00000306271,KRTAP1-1,chr17,39197214,39197714,39198214,-
ENSG00000212725,ENST00000391419,KRTAP2-1,chr17,39203069,39203569,39204069,-
ENSG00000214518,ENST00000398477,KRTAP2-2,chr17,39210983,39211483,39211983,-
ENSG00000212724,ENST00000391418,KRTAP2-3,chr17,39215867,39216367,39216867,-
ENSG00000213417,ENST00000394015,KRTAP2-4,chr17,39221632,39222132,39222632,-
ENSG00000240871,ENST00000391417,KRTAP4-7,chr17,39239902,39240402,39240902,+
ENSG00000204880,ENST00000333822,KRTAP4-8,chr17,39253894,39254394,39254894,-
ENSG00000241241,ENST00000440582,KRTAP4-16,chr17,39257962,39258462,39258962,-
ENSG00000212722,ENST00000391415,KRTAP4-9,chr17,39261084,39261584,39262084,+
ENSG00000212721,ENST00000391413,KRTAP4-11,chr17,39274113,39274613,39275113,-
ENSG00000213416,ENST00000394014,KRTAP4-12,chr17,39279920,39280420,39280920,-
ENSG00000198090,ENST00000345847,KRTAP4-6,chr17,39296240,39296740,39297240,-
ENSG00000198271,ENST00000343246,KRTAP4-5,chr17,39305555,39306055,39306555,-
ENSG00000171396,ENST00000390661,KRTAP4-4,chr17,39316484,39316984,39317484,-
ENSG00000196156,ENST00000391356,KRTAP4-3,chr17,39323947,39324447,39324947,-
ENSG00000244537,ENST00000377726,KRTAP4-2,chr17,39333961,39334461,39334961,-
ENSG00000198443,ENST00000398472,KRTAP4-1,chr17,39341095,39341595,39342095,-
ENSG00000240542,ENST00000634235,KRTAP9-1,chr17,39345789,39346289,39346789,+
ENSG00000239886,ENST00000377721,KRTAP9-2,chr17,39382400,39382900,39383400,+
ENSG00000204873,ENST00000411528,KRTAP9-3,chr17,39388215,39388715,39389215,+
ENSG00000187272,ENST00000254072,KRTAP9-8,chr17,39393797,39394297,39394797,+
ENSG00000241595,ENST00000334109,KRTAP9-4,chr17,39405439,39405939,39406439,+
ENSG00000198083,ENST00000394008,KRTAP9-9,chr17,39411136,39411636,39412136,+
ENSG00000212659,ENST00000391355,KRTAP9-6,chr17,39421091,39421591,39422091,+
ENSG00000180386,ENST00000391354,KRTAP9-7,chr17,39431411,39431911,39432411,+
ENSG00000212658,ENST00000391353,KRTAP29-1,chr17,39458604,39459104,39459604,-
ENSG00000212657,ENST00000391352,KRTAP16-1,chr17,39465006,39465506,39466006,-
ENSG00000186860,ENST00000334202,KRTAP17-1,chr17,39471448,39471948,39472448,-
ENSG00000006059,ENST00000007735,KRT33A,chr17,39506565,39507065,39507565,-
ENSG00000131738,ENST00000251646,KRT33B,chr17,39525553,39526053,39526553,-
ENSG00000131737,ENST00000394001,KRT34,chr17,39538156,39538656,39539156,-
ENSG00000094796,ENST00000251645,KRT31,chr17,39553345,39553845,39554345,-
ENSG00000108417,ENST00000225550,KRT37,chr17,39580276,39580776,39581276,-
ENSG00000171360,ENST00000246646,KRT38,chr17,39596674,39597174,39597674,-
ENSG00000108759,ENST00000225899,KRT32,chr17,39623182,39623682,39624182,-
ENSG00000197079,ENST00000393989,KRT35,chr17,39636893,39637393,39637893,-
ENSG00000126337,ENST00000328119,KRT36,chr17,39645617,39646117,39646617,-
ENSG00000171401,ENST00000246635,KRT13,chr17,39661350,39661850,39662350,-
ENSG00000171346,ENST00000254043,KRT15,chr17,39678166,39678666,39679166,-
ENSG00000171345,ENST00000361566,KRT19,chr17,39684061,39684561,39685061,-
ENSG00000171403,ENST00000246662,KRT9,chr17,39727811,39728311,39728811,-
ENSG00000186847,ENST00000167586,KRT14,chr17,39742674,39743174,39743674,-
ENSG00000186832,ENST00000301653,KRT16,chr17,39768506,39769006,39769506,-
ENSG00000128422,ENST00000311208,KRT17,chr17,39780330,39780830,39781330,-
ENSG00000173812,ENST00000469257,EIF1,chr17,39844645,39845145,39845645,+
ENSG00000184502,ENST00000329402,GAST,chr17,39868078,39868578,39869078,+
ENSG00000173805,ENST00000347901,HAP1,chr17,39890397,39890897,39891397,-
ENSG00000173801,ENST00000393931,JUP,chr17,39942451,39942951,39943451,-
ENSG00000141696,ENST00000355468,P3H4,chr17,39968356,39968856,39969356,-
ENSG00000141756,ENST00000321562,FKBP10,chr17,39968683,39969183,39969683,+
ENSG00000141698,ENST00000435506,NT5C3B,chr17,39992016,39992516,39993016,-
ENSG00000161594,ENST00000293303,KLHL10,chr17,39993532,39994032,39994532,+
ENSG00000178502,ENST00000319121,KLHL11,chr17,40021185,40021685,40022185,-
ENSG00000131473,ENST00000352035,ACLY,chr17,40074741,40075241,40075741,-
ENSG00000204815,ENST00000377540,TTC25,chr17,40086409,40086909,40087409,+
ENSG00000173786,ENST00000393892,CNP,chr17,40118259,40118759,40119259,+
ENSG00000168256,ENST00000307641,NKIRAS2,chr17,40168538,40169038,40169538,+
ENSG00000168259,ENST00000457167,DNAJC7,chr17,40169172,40169672,40170172,-
ENSG00000267221,ENST00000587304,ZNF385C,chr17,40202133,40202633,40203133,-
ENSG00000187595,ENST00000436535,ZNF385C,chr17,40249998,40250498,40250998,-
ENSG00000108771,ENST00000251642,DHX58,chr17,40264252,40264752,40265252,-
ENSG00000108773,ENST00000225916,KAT2A,chr17,40272877,40273377,40273877,-
ENSG00000260325,ENST00000565659,HSPB9,chr17,40272949,40273449,40273949,+
ENSG00000267261,ENST00000592574,CTD-2132N18.3,chr17,40306435,40306935,40307435,-
ENSG00000108774,ENST00000393860,RAB5C,chr17,40306563,40307063,40307563,-
ENSG00000089558,ENST00000264661,KCNH4,chr17,40332797,40333297,40333797,-
ENSG00000161610,ENST00000293330,HCRT,chr17,40336971,40337471,40337971,-
ENSG00000167925,ENST00000301671,GHDC,chr17,40345714,40346214,40346714,-
ENSG00000173757,ENST00000293328,STAT5B,chr17,40427925,40428425,40428925,-
ENSG00000126561,ENST00000345506,STAT5A,chr17,40439065,40439565,40440065,+
ENSG00000168610,ENST00000264657,STAT3,chr17,40540087,40540587,40541087,-
ENSG00000177469,ENST00000357037,PTRF,chr17,40575036,40575536,40576036,-
ENSG00000033627,ENST00000264649,ATP6V0A1,chr17,40610398,40610898,40611398,+
ENSG00000108784,ENST00000225927,NAGLU,chr17,40687690,40688190,40688690,+
ENSG00000108786,ENST00000585807,HSD17B1,chr17,40700732,40701232,40701732,+
ENSG00000068120,ENST00000393818,COASY,chr17,40713685,40714185,40714685,+
ENSG00000108788,ENST00000246912,MLX,chr17,40718590,40719090,40719590,+
ENSG00000131470,ENST00000393795,PSMC3IP,chr17,40729314,40729814,40730314,-
ENSG00000141699,ENST00000309428,FAM134C,chr17,40760903,40761403,40761903,-
ENSG00000131462,ENST00000251413,TUBG1,chr17,40761194,40761694,40762194,+
ENSG00000037042,ENST00000251412,TUBG2,chr17,40810823,40811323,40811823,+
ENSG00000068137,ENST00000591022,PLEKHH3,chr17,40828470,40828970,40829470,-
ENSG00000184451,ENST00000332438,CCR10,chr17,40833362,40833862,40834362,-
ENSG00000108797,ENST00000264638,CNTNAP1,chr17,40834131,40834631,40835131,+
ENSG00000108799,ENST00000428826,EZH1,chr17,40896549,40897049,40897549,-
ENSG00000131477,ENST00000253796,RAMP2,chr17,40912712,40913212,40913712,+
ENSG00000131475,ENST00000253794,VPS25,chr17,40924954,40925454,40925954,+
ENSG00000126562,ENST00000246914,WNK4,chr17,40932196,40932696,40933196,+
ENSG00000183978,ENST00000328434,COA3,chr17,40950223,40950723,40951223,-
ENSG00000176563,ENST00000588408,CNTD1,chr17,40950310,40950810,40951310,+
ENSG00000126581,ENST00000361523,BECN1,chr17,40975782,40976282,40976782,-
ENSG00000131467,ENST00000590720,PSME3,chr17,40984916,40985416,40985916,+
ENSG00000131480,ENST00000253799,AOC2,chr17,40996117,40996617,40997117,+
ENSG00000131471,ENST00000308423,AOC3,chr17,41002701,41003201,41003701,+
ENSG00000131482,ENST00000253801,G6PC,chr17,41052315,41052815,41053315,+
ENSG00000266967,ENST00000427569,AARSD1,chr17,41115994,41116494,41116994,-
ENSG00000108825,ENST00000360221,PTGES3L-AARSD1,chr17,41131521,41132021,41132521,-
ENSG00000267060,ENST00000591916,PTGES3L,chr17,41131594,41132094,41132594,-
ENSG00000198863,ENST00000361677,RUNDC1,chr17,41132082,41132582,41133082,+
ENSG00000131469,ENST00000589913,RPL27,chr17,41149994,41150494,41150994,+
ENSG00000068079,ENST00000438323,IFI35,chr17,41158257,41158757,41159257,+
ENSG00000108828,ENST00000355653,VAT1,chr17,41173936,41174436,41174936,-
ENSG00000108830,ENST00000587250,RND2,chr17,41176758,41177258,41177758,+
ENSG00000012048,ENST00000471181,BRCA1,chr17,41277001,41277501,41278001,-
ENSG00000188554,ENST00000341165,NBR1,chr17,41321998,41322498,41322998,+
ENSG00000184988,ENST00000612339,TMEM106A,chr17,41363394,41363894,41364394,+
ENSG00000175906,ENST00000320033,ARL4D,chr17,41475827,41476327,41476827,+
ENSG00000067596,ENST00000262415,DHX8,chr17,41560834,41561334,41561834,+
ENSG00000175832,ENST00000319349,ETV4,chr17,41623301,41623801,41624301,-
ENSG00000005102,ENST00000318579,MEOX1,chr17,41738823,41739323,41739823,-
ENSG00000167941,ENST00000301691,SOST,chr17,41835657,41836157,41836657,-
ENSG00000108861,ENST00000226004,DUSP3,chr17,41855857,41856357,41856857,-
ENSG00000231256,ENST00000449302,C17orf105,chr17,41857303,41857803,41858303,+
ENSG00000161647,ENST00000398389,MPP3,chr17,41910039,41910539,41911039,-
ENSG00000161649,ENST00000317310,CD300LG,chr17,41924044,41924544,41925044,+
ENSG00000108852,ENST00000536246,MPP2,chr17,41978431,41978931,41979431,-
ENSG00000108849,ENST00000591228,PPY,chr17,42019143,42019643,42020143,-
ENSG00000131096,ENST00000360085,PYY,chr17,42081338,42081838,42082338,-
ENSG00000161653,ENST00000293404,NAGS,chr17,42081414,42081914,42082414,+
ENSG00000091947,ENST00000589334,TMEM101,chr17,42100020,42100520,42101020,-
ENSG00000161654,ENST00000591247,LSM12,chr17,42144488,42144988,42145488,-
ENSG00000141349,ENST00000269097,G6PC3,chr17,42147603,42148103,42148603,+
ENSG00000108840,ENST00000225983,HDAC5,chr17,42200507,42201007,42201507,-
ENSG00000125319,ENST00000319977,C17orf53,chr17,42218774,42219274,42219774,+
ENSG00000161664,ENST00000293414,ASB16,chr17,42247574,42248074,42248574,+
ENSG00000168591,ENST00000319511,TMUB2,chr17,42264074,42264574,42265074,+
ENSG00000087152,ENST00000389384,ATXN7L3,chr17,42275248,42275748,42276248,-
ENSG00000108312,ENST00000302904,UBTF,chr17,42298495,42298995,42299495,-
ENSG00000268413,ENST00000597382,AC003043.1,chr17,42334797,42335297,42335797,+
ENSG00000004939,ENST00000262418,SLC4A1,chr17,42345010,42345510,42346010,-
ENSG00000108309,ENST00000426726,RUNDC3A,chr17,42385427,42385927,42386427,+
ENSG00000013306,ENST00000225308,SLC25A39,chr17,42401739,42402239,42402739,-
ENSG00000030582,ENST00000053867,GRN,chr17,42421954,42422454,42422954,+
ENSG00000161682,ENST00000293443,FAM171A2,chr17,42440744,42441244,42441744,-
ENSG00000005961,ENST00000262407,ITGA2B,chr17,42466374,42466874,42467374,-
ENSG00000186566,ENST00000591680,GPATCH8,chr17,42580270,42580770,42581270,-
ENSG00000180340,ENST00000315323,FZD2,chr17,42634327,42634827,42635327,+
ENSG00000180336,ENST00000409122,MEIOC,chr17,42733340,42733840,42734340,+
ENSG00000180329,ENST00000315286,CCDC43,chr17,42766631,42767131,42767631,-
ENSG00000161692,ENST00000315005,DBF4B,chr17,42785551,42786051,42786551,+
ENSG00000073670,ENST00000200557,ADAM11,chr17,42835899,42836399,42836899,+
ENSG00000182963,ENST00000426548,GJC1,chr17,42907680,42908180,42908680,-
ENSG00000131097,ENST00000253410,HIGD1B,chr17,42924770,42925270,42925770,+
ENSG00000108883,ENST00000426333,EFTUD2,chr17,42976531,42977031,42977531,-
ENSG00000214447,ENST00000331733,FAM187A,chr17,42976642,42977142,42977642,+
ENSG00000167131,ENST00000417826,CCDC103,chr17,42976642,42977142,42977642,+
ENSG00000131095,ENST00000253408,GFAP,chr17,42992421,42992921,42993421,-
ENSG00000186185,ENST00000593135,KIF18B,chr17,43024580,43025080,43025580,-
ENSG00000131094,ENST00000253407,C1QL1,chr17,43044940,43045440,43045940,-
ENSG00000136448,ENST00000592782,NMT1,chr17,43128478,43128978,43129478,+
ENSG00000172992,ENST00000310604,DCAKD,chr17,43137978,43138478,43138978,-
ENSG00000161714,ENST00000619929,PLCD3,chr17,43209366,43209866,43210366,-
ENSG00000181513,ENST00000398322,ACBD4,chr17,43212554,43213054,43213554,+
ENSG00000186834,ENST00000332499,HEXIM1,chr17,43225369,43225869,43226369,+
ENSG00000168517,ENST00000307275,HEXIM2,chr17,43237567,43238067,43238567,+
ENSG00000184922,ENST00000331495,FMNL1,chr17,43298656,43299156,43299656,+
ENSG00000184361,ENST00000331780,SPATA32,chr17,43338980,43339480,43339980,-
